"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50015634","RAMEN, KUNG FU TEA","Manhattan","9","BROADWAY","10004","2127855688","Asian/Asian Fusion","2018-07-26T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","34",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.705231156446","-74.013828253024","101","01","001300","1000044","1000130005","MN25"
"50000869","GOTHAM PIZZA","Manhattan","852","EIGHTH AVENUE","10019","2122582288","Pizza","2019-05-09T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","11","A","2019-05-09T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.763120897498","-73.985481022323","105","03","013100","1081646","1010230002","MN17"
"50068508","KUNG FU TEA","Queens","8202","ROOSEVELT AVE","11372","9088427863","Coffee/Tea","2018-10-10T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","7","A","2018-10-10T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.747631918272","-73.883781418824","404","21","026901","4036893","4014930001","QN29"
"50002512","WING LING","Bronx","159B","EAST  170 STREET","10452","7185380278","Chinese","2018-01-17T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","29","C","2018-01-17T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.839097733407","-73.914741439361","204","14","022300","2007996","2028330001","BX63"
"50095524","TWIST","Brooklyn","4202","3 AVENUE","11232","6466384938","Seafood","2019-08-27T00:00:00.000","Violations were cited in the following area(s).","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","Critical","43",,,"2021-07-15T06:00:56.000","Pre-permit (Non-operational) / Initial Inspection","40.652070740336","-74.01003314092","307","38","000200","3010796","3007220035","BK32"
"41128245","EL VALLE RESTAURANT","Bronx","2448","JEROME AVENUE","10468","7185616600","Latin American","2019-01-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2019-01-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.862260901034","-73.901454345806","205","14","023900","2014101","2031880033","BX40"
"41128245","EL VALLE RESTAURANT","Bronx","2448","JEROME AVENUE","10468","7185616600","Latin American","2019-01-29T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2019-01-29T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.862260901034","-73.901454345806","205","14","023900","2014101","2031880033","BX40"
"40400539","ALL AMERICAN COFFEE SHOP","Queens","3519","37 AVENUE","11101","7189376161","American","2019-12-18T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","18",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.753154845794","-73.927809425352","401","26","005500","4009512","4006350001","QN68"
"50050931","DARLING'S","Brooklyn","242","HIMROD STREET","11237","9176280887","American","2019-02-12T00:00:00.000","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical","20","B","2019-02-12T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.700150806778","-73.9197849459","304","37","043100","3074801","3032790008","BK77"
"41710693","JAVA DAY CAFE","Queens","160-09","NORTHERN BOULEVARD","11358","7189614444","Coffee/Tea","2020-02-14T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","14","B","2020-02-14T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.762827713403","-73.805333770202","407","19","117100","4119397","4052800006","QN51"
"40402428","DOWN TOWN ASSOCIATION","Manhattan","60","PINE STREET","10005","2124221982","American","2017-09-14T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","13","A","2017-09-14T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.706516245366","-74.008259601503","101","01","000700","1001008","1000410015","MN25"
"40987572","DUNKIN',' BASKIN ROBBINS","Queens","2928","HOYT AVENUE","11102","7187266982","Donuts","2019-05-15T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","9","A","2019-05-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.770640669667","-73.918089519908","401","22","006900","4017399","4008380108","QN71"
"40847914","CHIRPING CHICKEN","Bronx","3048","BUHRE AVENUE","10461","7188238700","Chicken","2019-05-15T00:00:00.000","Violations were cited in the following area(s).","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical","25","B","2019-05-15T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.847532715455","-73.830816527086","210","13","026602","2046214","2041750003","BX10"
"41249600","GEORGES FAMILY RESTAURANT","Bronx","3000","BUHRE AVENUE","10461","7189189807","American","2016-06-17T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","46",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.847040599029","-73.832137064546","210","13","026602","2046121","2041700028","BX10"
"50078316","ZUCKER'S BAGELS FLATIRON","Manhattan","40","EAST   23 STREET","10010","2122285100","Bagels/Pretzels","2019-12-12T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","13","A","2019-12-12T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.740638799477","-73.987474316069","105","02","005600","1016289","1008510049","MN13"
"50010594","CRAFT HOUSE INC","Staten Island","60","VAN DUZER STREET","10301","7184423433","Barbecue","2018-02-16T00:00:00.000","Establishment re-opened by DOHMH.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","9","C","2018-02-16T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Reopening Inspection","40.636690716878","-74.077410986694","501","49","002100","5013269","5004990017","SI37"
"41381879","DUNKIN","Queens","13415","CROSSBAY BOULEVARD","11417","7183220792","Donuts","2018-06-26T00:00:00.000","Violations were cited in the following area(s).","16C","Required calorie information not posted/improperly posted.","Not Critical",,,,"2021-07-15T06:00:56.000","Calorie Posting / Initial Inspection","40.674309145438","-73.84319042987","410","32","008600","4248073","4114930079","QN56"
"41263738","MEXICAN FAST FOOD","Bronx","2620","JEROME AVENUE","10468","7184503698","Mexican","2016-11-01T00:00:00.000","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","27","B","2016-11-01T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.86689084303","-73.897831910977","207","14","040100","2014132","2031910020","BX05"
"41396810","PEACEFOOD","Manhattan","460","AMSTERDAM AVENUE","10024","2123622266","Vegan","2017-05-03T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","13","A","2017-05-03T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","40.78523396425","-73.976809556989","107","06","017100","1032759","1012300029","MN12"
"40544823","MURRAY'S BAGELS","Manhattan","500","AVENUE OF THE AMERICAS","10011","2124622830","Bagels/Pretzels","2020-01-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2020-01-16T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.736439967646","-73.997492134944","102","03","006300","1066991","1005760008","MN23"
"40544823","MURRAY'S BAGELS","Manhattan","500","AVENUE OF THE AMERICAS","10011","2124622830","Bagels/Pretzels","2020-01-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","2020-01-16T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.736439967646","-73.997492134944","102","03","006300","1066991","1005760008","MN23"
"50033154","SANDWICH BAR","Queens","7132","MAIN ST","11367","3472852505","Sandwiches","2018-02-21T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","50",,,"2021-07-15T06:00:56.000","Cycle Inspection / Initial Inspection","40.727134476123","-73.822071047334","408","24","077902","4143376","4066200032","QN37"
"41495141","EL CERITO RESTAURANT","Bronx","11841186","ELDER AVENUE",,"7183288553","Mexican","2019-01-09T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","11","A","2019-01-09T00:00:00.000","2021-07-15T06:00:56.000","Cycle Inspection / Re-inspection","0","0",,,,,"2",
